RESUMER ZONES HYDROTEL VERSION;4.1.2.0000

UHRH ID; TYPE; ALTITUDE MOYENNE (m); PENTE MOYENNE; ORIENTATION MOYENNE; NB PIXEL; SUPERFICIE (km2); LONGITUDE; LATITUDE
300;SOUS-BASSIN;257.814819;0.032378;7;27;0.270000;-70.83460;46.30221
301;SOUS-BASSIN;185.443512;0.053450;2;239;2.390000;-70.84312;46.26973
302;SOUS-BASSIN;199.978058;0.049841;6;319;3.190000;-70.82753;46.28534
303;SOUS-BASSIN;250.865280;0.048539;5;527;5.270000;-70.79915;46.28836
304;SOUS-BASSIN;245.645264;0.037127;8;592;5.920000;-70.80888;46.29784
305;SOUS-BASSIN;307.129242;0.023033;5;294;2.940000;-70.78156;46.33441
306;SOUS-BASSIN;304.188538;0.021294;8;610;6.100000;-70.79855;46.33340
307;SOUS-BASSIN;333.354828;0.019202;6;31;0.310000;-70.77162;46.35115
308;SOUS-BASSIN;295.277222;0.029186;5;303;3.030000;-70.75892;46.32189
309;SOUS-BASSIN;297.855713;0.024126;7;596;5.960000;-70.76911;46.32857
310;SOUS-BASSIN;301.166656;0.004857;5;6;0.060000;-70.74701;46.34238
311;SOUS-BASSIN;305.708344;0.015885;8;24;0.240000;-70.75251;46.34349
312;SOUS-BASSIN;306.052643;0.008852;6;38;0.380000;-70.74953;46.35211
313;SOUS-BASSIN;315.648010;0.026713;1;125;1.250000;-70.75793;46.34908
314;SOUS-BASSIN;336.048920;0.018279;6;184;1.840000;-70.76257;46.37296
315;SOUS-BASSIN;340.383514;0.021320;1;352;3.520000;-70.77476;46.36826
316;SOUS-BASSIN;445.396912;0.077487;7;1101;11.010000;-70.78230;46.39711
317;SOUS-BASSIN;387.353149;0.037001;7;572;5.720000;-70.74594;46.39135
318;SOUS-BASSIN;376.819885;0.037118;7;533;5.330000;-70.75616;46.38598
319;SOUS-BASSIN;350.220001;0.033873;7;50;0.500000;-70.74806;46.38322
320;SOUS-BASSIN;335.694153;0.030745;5;582;5.820000;-70.72592;46.35254
321;SOUS-BASSIN;320.529419;0.013578;7;187;1.870000;-70.73654;46.36115
322;SOUS-BASSIN;424.272522;0.045591;7;866;8.660000;-70.72552;46.40522
323;SOUS-BASSIN;353.636353;0.021334;8;264;2.640000;-70.73302;46.38654
324;SOUS-BASSIN;415.024994;0.039212;8;40;0.400000;-70.74056;46.40608
325;SOUS-BASSIN;349.967346;0.025272;4;245;2.450000;-70.70686;46.37028
326;SOUS-BASSIN;355.873230;0.050616;7;142;1.420000;-70.71224;46.38048
327;SOUS-BASSIN;361.621216;0.055468;6;66;0.660000;-70.70042;46.38172
328;SOUS-BASSIN;309.910706;0.015759;3;56;0.560000;-70.74198;46.33262
329;SOUS-BASSIN;321.801788;0.040068;5;111;1.110000;-70.73711;46.33809
330;SOUS-BASSIN;328.526306;0.044027;5;38;0.380000;-70.73357;46.33204
331;SOUS-BASSIN;149.250000;0.006253;1;4;0.040000;-70.82582;46.26689
332;SOUS-BASSIN;179.395828;0.092418;5;48;0.480000;-70.81832;46.26802
333;SOUS-BASSIN;280.570923;0.048874;1;4675;46.750000;-70.89602;46.23783
334;SOUS-BASSIN;260.130737;0.052830;4;2371;23.709999;-70.85934;46.20441
335;SOUS-BASSIN;317.911041;0.030992;7;1641;16.410000;-70.95356;46.22953
336;SOUS-BASSIN;312.650543;0.060359;1;1322;13.220000;-70.94587;46.20374
337;SOUS-BASSIN;338.026031;0.028251;2;192;1.920000;-70.98662;46.22410
338;SOUS-BASSIN;243.586639;0.058455;1;404;4.040000;-70.92232;46.16644
339;SOUS-BASSIN;289.448395;0.060301;5;1347;13.470000;-70.89342;46.16172
340;SOUS-BASSIN;322.314911;0.051077;6;1845;18.450001;-70.97786;46.19640
341;SOUS-BASSIN;335.081329;0.063127;2;2459;24.590000;-70.99139;46.17648
342;SOUS-BASSIN;324.757568;0.027973;6;297;2.970000;-71.02890;46.21962
343;SOUS-BASSIN;323.894501;0.041224;1;237;2.370000;-71.05393;46.21628
344;SOUS-BASSIN;411.776184;0.075813;6;420;4.200000;-71.06164;46.24612
345;SOUS-BASSIN;459.367310;0.067553;1;2001;20.010000;-71.08849;46.24762
346;SOUS-BASSIN;500.123596;0.089310;6;89;0.890000;-71.07686;46.26429
347;SOUS-BASSIN;340.942383;0.027736;5;781;7.810000;-71.01128;46.23580
348;SOUS-BASSIN;419.557800;0.049282;8;1280;12.800000;-71.04717;46.25383
349;SOUS-BASSIN;367.697662;0.041113;6;43;0.430000;-71.01897;46.26197
350;SOUS-BASSIN;436.042297;0.064504;8;260;2.600000;-71.03536;46.26604
351;SOUS-BASSIN;414.892853;0.101164;7;28;0.280000;-71.02317;46.26820
352;SOUS-BASSIN;359.000000;0.025493;1;1;0.010000;-71.02233;46.25549
353;SOUS-BASSIN;371.518524;0.053022;1;27;0.270000;-71.02624;46.25714
354;SOUS-BASSIN;405.844330;0.049509;8;2242;22.420000;-71.09467;46.20957
355;SOUS-BASSIN;357.831543;0.055695;4;938;9.380000;-71.04673;46.17917
356;SOUS-BASSIN;348.351837;0.047722;2;216;2.160000;-71.06464;46.18675
357;SOUS-BASSIN;250.733337;0.072602;1;120;1.200000;-70.94042;46.14542
358;SOUS-BASSIN;218.279068;0.025512;4;43;0.430000;-70.92849;46.14353
359;SOUS-BASSIN;316.706940;0.060886;8;1010;10.100000;-70.97630;46.14795
360;SOUS-BASSIN;293.585205;0.050252;2;2271;22.709999;-70.96450;46.10599
361;SOUS-BASSIN;356.828400;0.065897;7;2162;21.620001;-71.04203;46.15606
362;SOUS-BASSIN;381.857758;0.081109;2;2334;23.340000;-71.07045;46.12980
363;SOUS-BASSIN;392.871490;0.056946;7;2031;20.309999;-71.15053;46.17338
364;SOUS-BASSIN;379.198364;0.045687;3;1941;19.410000;-71.15759;46.15009
365;SOUS-BASSIN;470.617645;0.104642;8;714;7.140000;-71.21755;46.16507
366;SOUS-BASSIN;410.561737;0.046745;1;1328;13.280000;-71.14853;46.12971
367;SOUS-BASSIN;413.968445;0.110673;4;951;9.510000;-71.11537;46.13063
368;SOUS-BASSIN;444.882355;0.080172;2;102;1.020000;-71.14724;46.11082
369;SOUS-BASSIN;378.190857;0.056767;8;4050;40.500000;-71.07706;46.09953
370;SOUS-BASSIN;338.060822;0.057715;3;1677;16.770000;-71.02904;46.09152
371;SOUS-BASSIN;365.893677;0.057312;1;649;6.490000;-71.10323;46.06178
372;SOUS-BASSIN;255.762527;0.051100;1;539;5.390000;-70.93396;46.10703
373;SOUS-BASSIN;299.820984;0.049248;5;1916;19.160000;-70.90721;46.11850
374;SOUS-BASSIN;254.609756;0.055817;1;41;0.410000;-70.92729;46.08608
375;SOUS-BASSIN;230.777771;0.005361;3;9;0.090000;-70.91971;46.08645
376;SOUS-BASSIN;274.614807;0.059115;1;135;1.350000;-70.93149;46.08283
377;SOUS-BASSIN;230.184204;0.009947;1;38;0.380000;-70.91561;46.08006
378;SOUS-BASSIN;294.142395;0.039261;5;618;6.180000;-70.89217;46.09007
379;SOUS-BASSIN;327.046539;0.028327;8;1762;17.620001;-70.98906;46.06998
380;SOUS-BASSIN;314.459900;0.028940;3;1746;17.459999;-70.96097;46.04722
381;SOUS-BASSIN;356.149628;0.028220;8;1036;10.360000;-71.03016;46.05893
382;SOUS-BASSIN;350.837860;0.023718;2;1844;18.440001;-71.04119;46.03759
383;SOUS-BASSIN;370.562500;0.037833;7;64;0.640000;-71.05465;46.05433
384;SOUS-BASSIN;324.068390;0.019277;1;117;1.170000;-71.00246;46.02392
385;SOUS-BASSIN;326.329742;0.014747;5;279;2.790000;-70.99019;46.02590
386;SOUS-BASSIN;355.530579;0.038758;3;1063;10.630000;-71.00298;46.00363
387;SOUS-BASSIN;309.421692;0.049293;1;3033;30.330000;-70.93818;46.02348
388;SOUS-BASSIN;302.747223;0.048365;5;3584;35.840000;-70.88749;46.04537
389;SOUS-BASSIN;331.126007;0.026616;1;1127;11.270000;-70.95094;45.97908
390;SOUS-BASSIN;316.908600;0.041816;4;361;3.610000;-70.90015;45.97698
391;SOUS-BASSIN;333.279999;0.040636;1;400;4.000000;-70.94400;45.96044
392;SOUS-BASSIN;359.286102;0.053250;3;367;3.670000;-70.93036;45.95407
393;SOUS-BASSIN;363.833344;0.069501;3;54;0.540000;-70.94160;45.95193
394;SOUS-BASSIN;294.142853;0.021486;4;7;0.070000;-70.91606;45.97097
395;SOUS-BASSIN;326.336853;0.042740;2;95;0.950000;-70.91743;45.95883
396;SOUS-BASSIN;307.381805;0.024931;5;55;0.550000;-70.91090;45.96368
397;SOUS-BASSIN;436.486572;0.034898;3;820;8.200000;-70.89183;45.92951
398;SOUS-BASSIN;419.461273;0.032795;4;1136;11.360000;-70.86964;45.93981
399;SOUS-BASSIN;380.206909;0.050395;4;29;0.290000;-70.88470;45.94636
400;SOUS-BASSIN;358.479156;0.045650;1;48;0.480000;-70.91560;45.95154
401;SOUS-BASSIN;397.551575;0.046863;3;223;2.230000;-70.90869;45.94277
402;SOUS-BASSIN;432.741516;0.040464;2;383;3.830000;-70.92399;45.93515
403;SOUS-BASSIN;368.726837;0.030610;4;205;2.050000;-70.88485;45.95994
404;SOUS-BASSIN;373.263153;0.035786;6;361;3.610000;-70.88267;45.96649
405;SOUS-BASSIN;420.714294;0.031607;5;119;1.190000;-70.85688;45.95896
406;SOUS-BASSIN;346.519165;0.050258;3;574;5.740000;-70.87727;45.98098
407;SOUS-BASSIN;313.735626;0.029345;6;904;9.040000;-70.87317;46.00105
408;SOUS-BASSIN;408.544800;0.025926;4;558;5.580000;-70.81493;45.98251
409;SOUS-BASSIN;366.816315;0.032030;6;245;2.450000;-70.84164;45.99492
410;SOUS-BASSIN;394.773590;0.024490;5;53;0.530000;-70.82101;45.99036
411;SOUS-BASSIN;402.450012;0.044432;2;320;3.200000;-70.84677;45.96778
412;SOUS-BASSIN;400.451050;0.030591;5;674;6.740000;-70.82968;45.97089
413;SOUS-BASSIN;435.052643;0.047863;2;38;0.380000;-70.83867;45.95650
414;SOUS-BASSIN;149.000000;0.002500;1;4;0.040000;-70.82564;46.26150
415;SOUS-BASSIN;182.564514;0.056148;5;62;0.620000;-70.81702;46.26453
416;SOUS-BASSIN;236.456818;0.064371;2;1401;14.010000;-70.81448;46.22101
417;SOUS-BASSIN;234.113159;0.070559;6;1414;14.140000;-70.78324;46.22958
418;SOUS-BASSIN;316.637817;0.038564;1;4738;47.380001;-70.83358;46.16055
419;SOUS-BASSIN;298.526764;0.045781;4;2447;24.469999;-70.79772;46.14254
420;SOUS-BASSIN;337.416931;0.033578;3;626;6.260000;-70.85395;46.11123
421;SOUS-BASSIN;231.178238;0.076528;3;634;6.340000;-70.75408;46.18889
422;SOUS-BASSIN;214.500000;0.099057;6;396;3.960000;-70.75377;46.20473
423;SOUS-BASSIN;289.709900;0.060952;7;293;2.930000;-70.73173;46.21994
424;SOUS-BASSIN;214.951218;0.070362;8;41;0.410000;-70.73598;46.20726
425;SOUS-BASSIN;286.968750;0.064015;8;64;0.640000;-70.74065;46.21616
426;SOUS-BASSIN;202.916672;0.038813;3;24;0.240000;-70.73416;46.19444
427;SOUS-BASSIN;259.488373;0.056133;6;172;1.720000;-70.70463;46.20677
428;SOUS-BASSIN;223.686279;0.066647;7;51;0.510000;-70.72428;46.20876
429;SOUS-BASSIN;305.688446;0.049078;6;658;6.580000;-70.71167;46.22433
430;SOUS-BASSIN;195.000000;0.064112;2;203;2.030000;-70.72776;46.18869
431;SOUS-BASSIN;206.637726;0.052725;5;334;3.340000;-70.71330;46.19591
432;SOUS-BASSIN;170.000000;0.007068;3;1;0.010000;-70.71506;46.17951
433;SOUS-BASSIN;171.000000;0.008422;5;4;0.040000;-70.71412;46.18065
434;SOUS-BASSIN;234.626862;0.061611;4;268;2.680000;-70.69146;46.18494
435;SOUS-BASSIN;222.835114;0.071278;7;188;1.880000;-70.69829;46.19161
436;SOUS-BASSIN;279.546570;0.072775;5;247;2.470000;-70.67334;46.21134
437;SOUS-BASSIN;264.665314;0.054928;8;245;2.450000;-70.68769;46.20912
438;SOUS-BASSIN;312.470581;0.058100;6;119;1.190000;-70.68441;46.23325
439;SOUS-BASSIN;308.027466;0.060579;1;255;2.550000;-70.69187;46.22855
440;SOUS-BASSIN;371.169922;0.053940;7;1071;10.710000;-70.68747;46.25838
441;SOUS-BASSIN;269.428558;0.043751;5;14;0.140000;-70.67301;46.22108
442;SOUS-BASSIN;278.325592;0.049392;7;43;0.430000;-70.67612;46.22384
443;SOUS-BASSIN;372.597382;0.043717;6;996;9.960000;-70.64015;46.25894
444;SOUS-BASSIN;380.491028;0.041642;8;1505;15.050000;-70.66008;46.26200
445;SOUS-BASSIN;399.653076;0.048494;7;49;0.490000;-70.65327;46.27749
446;SOUS-BASSIN;272.500000;0.035317;5;6;0.060000;-70.66912;46.22429
447;SOUS-BASSIN;315.487183;0.055330;5;39;0.390000;-70.65862;46.22462
448;SOUS-BASSIN;252.777222;0.026176;3;202;2.020000;-70.67158;46.18574
449;SOUS-BASSIN;295.537354;0.041111;7;696;6.960000;-70.65480;46.21099
450;SOUS-BASSIN;250.332153;0.015976;3;283;2.830000;-70.65765;46.18525
451;SOUS-BASSIN;172.600006;0.017597;4;5;0.050000;-70.71220;46.17937
452;SOUS-BASSIN;233.187500;0.049448;5;80;0.800000;-70.69899;46.17732
453;SOUS-BASSIN;254.973526;0.067000;1;1020;10.200000;-70.73376;46.16490
454;SOUS-BASSIN;219.575241;0.035119;5;1050;10.500000;-70.69570;46.16312
455;SOUS-BASSIN;292.933563;0.046420;7;301;3.010000;-70.74420;46.15141
456;SOUS-BASSIN;304.903107;0.059085;2;867;8.670000;-70.75399;46.13731
457;SOUS-BASSIN;314.000000;0.042719;1;54;0.540000;-70.76045;46.15094
458;SOUS-BASSIN;216.585510;0.058437;2;345;3.450000;-70.71504;46.12843
459;SOUS-BASSIN;194.151215;0.042082;5;205;2.050000;-70.70140;46.13902
460;SOUS-BASSIN;174.333328;0.007357;3;3;0.030000;-70.69403;46.12762
461;SOUS-BASSIN;175.625000;0.004894;6;8;0.080000;-70.69585;46.12883
462;SOUS-BASSIN;265.471405;0.068709;4;787;7.870000;-70.64446;46.14517
463;SOUS-BASSIN;227.116913;0.037591;8;1052;10.520000;-70.66884;46.15205
464;SOUS-BASSIN;242.909088;0.076562;4;88;0.880000;-70.63073;46.16517
465;SOUS-BASSIN;237.794418;0.030121;8;287;2.870000;-70.64234;46.17289
466;SOUS-BASSIN;262.028839;0.062873;5;208;2.080000;-70.61097;46.17856
467;SOUS-BASSIN;231.293030;0.018384;8;215;2.150000;-70.62674;46.18247
468;SOUS-BASSIN;228.666672;0.005003;8;3;0.030000;-70.61343;46.18939
469;SOUS-BASSIN;237.149994;0.025014;7;20;0.200000;-70.61348;46.19521
470;SOUS-BASSIN;230.399994;0.006813;6;10;0.100000;-70.61036;46.19264
471;SOUS-BASSIN;270.681122;0.038921;5;323;3.230000;-70.60937;46.21272
472;SOUS-BASSIN;295.038116;0.038747;8;1574;15.740000;-70.62714;46.21828
473;SOUS-BASSIN;388.893646;0.040482;6;724;7.240000;-70.60622;46.27543
474;SOUS-BASSIN;366.827362;0.048657;1;753;7.530000;-70.61531;46.26425
475;SOUS-BASSIN;473.219910;0.052108;8;241;2.410000;-70.63354;46.29949
476;SOUS-BASSIN;288.739136;0.010101;5;23;0.230000;-70.59057;46.23256
477;SOUS-BASSIN;291.285706;0.014783;7;14;0.140000;-70.59301;46.23495
478;SOUS-BASSIN;295.620697;0.021798;7;29;0.290000;-70.58955;46.23938
479;SOUS-BASSIN;290.269653;0.031261;4;1272;12.720000;-70.57649;46.19001
480;SOUS-BASSIN;258.223267;0.035581;8;533;5.330000;-70.59739;46.20778
481;SOUS-BASSIN;237.000000;0.024999;7;1;0.010000;-70.57748;46.21659
482;SOUS-BASSIN;290.713654;0.036833;5;461;4.610000;-70.55023;46.23471
483;SOUS-BASSIN;295.896362;0.032102;8;1013;10.130000;-70.57296;46.24119
484;SOUS-BASSIN;307.807678;0.026259;6;26;0.260000;-70.54968;46.25646
485;SOUS-BASSIN;327.781952;0.029582;1;133;1.330000;-70.56463;46.25931
486;SOUS-BASSIN;327.250000;0.025484;8;148;1.480000;-70.56037;46.26453
487;SOUS-BASSIN;294.785706;0.012740;4;28;0.280000;-70.53956;46.24960
488;SOUS-BASSIN;303.500000;0.029344;7;66;0.660000;-70.54227;46.25403
489;SOUS-BASSIN;318.174255;0.015515;7;264;2.640000;-70.54094;46.27093
490;SOUS-BASSIN;310.047607;0.016483;1;126;1.260000;-70.54404;46.26208
491;SOUS-BASSIN;334.056549;0.026530;1;283;2.830000;-70.56161;46.27692
492;SOUS-BASSIN;301.352570;0.014731;3;156;1.560000;-70.52307;46.24667
493;SOUS-BASSIN;299.018188;0.010618;7;110;1.100000;-70.52400;46.25441
494;SOUS-BASSIN;298.921051;0.009703;5;76;0.760000;-70.50782;46.26404
495;SOUS-BASSIN;303.353760;0.010878;1;212;2.120000;-70.52204;46.26544
496;SOUS-BASSIN;304.575958;0.015227;6;158;1.580000;-70.51378;46.28294
497;SOUS-BASSIN;309.109314;0.016618;1;247;2.470000;-70.52627;46.27777
498;SOUS-BASSIN;343.611115;0.043617;5;72;0.720000;-70.51654;46.29775
499;SOUS-BASSIN;352.233002;0.045423;8;103;1.030000;-70.52242;46.29901
500;SOUS-BASSIN;401.212769;0.061197;7;47;0.470000;-70.51629;46.30834
501;SOUS-BASSIN;329.594604;0.043181;6;185;1.850000;-70.53312;46.29683
502;SOUS-BASSIN;317.445587;0.031504;2;294;2.940000;-70.54598;46.28878
503;SOUS-BASSIN;385.698212;0.085075;8;888;8.880000;-70.58254;46.29202
504;SOUS-BASSIN;336.434784;0.024830;4;276;2.760000;-70.57420;46.28346
505;SOUS-BASSIN;344.751282;0.019793;4;193;1.930000;-70.58570;46.26646
506;SOUS-BASSIN;361.380493;0.046162;6;707;7.070000;-70.54385;46.31868
507;SOUS-BASSIN;337.717743;0.038317;1;248;2.480000;-70.55616;46.31082
508;SOUS-BASSIN;415.317535;0.050741;8;1118;11.180000;-70.58665;46.33131
509;SOUS-BASSIN;421.710693;0.063462;3;159;1.590000;-70.58698;46.31298
510;SOUS-BASSIN;464.566772;0.038079;2;277;2.770000;-70.60489;46.30445
511;SOUS-BASSIN;390.694458;0.084472;1;36;0.360000;-70.57848;46.31652
512;SOUS-BASSIN;373.160004;0.096395;3;25;0.250000;-70.57202;46.31570
513;SOUS-BASSIN;434.333344;0.076139;3;87;0.870000;-70.57690;46.30969
514;SOUS-BASSIN;315.704559;0.015509;5;308;3.080000;-70.48542;46.27713
515;SOUS-BASSIN;301.035400;0.008736;7;113;1.130000;-70.50199;46.27703
516;SOUS-BASSIN;352.524261;0.058230;7;206;2.060000;-70.50448;46.30209
517;SOUS-BASSIN;316.677429;0.017343;1;93;0.930000;-70.50726;46.28893
518;SOUS-BASSIN;338.333344;0.034007;8;21;0.210000;-70.51106;46.29771
519;SOUS-BASSIN;327.758759;0.023919;5;257;2.570000;-70.48153;46.29004
520;SOUS-BASSIN;320.864868;0.027190;8;222;2.220000;-70.49429;46.29517
521;SOUS-BASSIN;342.438599;0.038432;5;114;1.140000;-70.47826;46.31367
522;SOUS-BASSIN;335.543091;0.032959;1;116;1.160000;-70.48763;46.30956
523;SOUS-BASSIN;361.603973;0.065712;4;351;3.510000;-70.46410;46.33203
524;SOUS-BASSIN;376.965576;0.041996;8;755;7.550000;-70.48564;46.33928
525;SOUS-BASSIN;387.950958;0.036769;5;897;8.970000;-70.41979;46.35756
526;SOUS-BASSIN;376.110779;0.074629;8;325;3.250000;-70.45304;46.36036
527;SOUS-BASSIN;367.435181;0.053903;4;108;1.080000;-70.42126;46.37117
528;SOUS-BASSIN;389.431152;0.082798;7;167;1.670000;-70.42757;46.37732
529;SOUS-BASSIN;402.889313;0.054290;4;542;5.420000;-70.38129;46.39608
530;SOUS-BASSIN;441.629547;0.049716;8;1401;14.010000;-70.40380;46.40545
531;SOUS-BASSIN;413.666656;0.030896;8;42;0.420000;-70.36899;46.42150
532;SOUS-BASSIN;397.333344;0.031686;1;12;0.120000;-70.36660;46.41731
533;SOUS-BASSIN;429.220581;0.038577;1;68;0.680000;-70.37727;46.42014
534;SOUS-BASSIN;416.066681;0.061654;4;45;0.450000;-70.35411;46.41425
535;SOUS-BASSIN;407.258057;0.030569;5;93;0.930000;-70.35428;46.41801
536;SOUS-BASSIN;363.285706;0.033504;3;7;0.070000;-70.41547;46.37698
537;SOUS-BASSIN;406.328613;0.034879;5;283;2.830000;-70.39984;46.37505
538;SOUS-BASSIN;408.407654;0.047702;6;157;1.570000;-70.43712;46.37906
539;SOUS-BASSIN;421.809509;0.050422;2;252;2.520000;-70.46111;46.37051
540;SOUS-BASSIN;409.427277;0.040604;7;220;2.200000;-70.44953;46.38194
541;SOUS-BASSIN;420.046509;0.060036;7;172;1.720000;-70.47167;46.35649
542;SOUS-BASSIN;396.006714;0.042779;1;149;1.490000;-70.47727;46.35007
543;SOUS-BASSIN;450.857147;0.033976;7;217;2.170000;-70.48574;46.36387
544;SOUS-BASSIN;380.706116;0.037955;7;490;4.900000;-70.50759;46.33563
545;SOUS-BASSIN;365.278259;0.052304;2;460;4.600000;-70.51358;46.31963
546;SOUS-BASSIN;424.156158;0.032721;7;2030;20.299999;-70.53252;46.35568
547;SOUS-BASSIN;343.453400;0.016285;5;236;2.360000;-70.46356;46.29883
548;SOUS-BASSIN;335.910248;0.018703;7;78;0.780000;-70.47454;46.30703
549;SOUS-BASSIN;387.521027;0.034387;4;547;5.470000;-70.42829;46.32698
550;SOUS-BASSIN;377.101227;0.030597;8;573;5.730000;-70.45058;46.32668
551;SOUS-BASSIN;395.404053;0.020406;6;297;2.970000;-70.41944;46.34535
552;SOUS-BASSIN;364.947357;0.025815;4;95;0.950000;-70.45039;46.30404
553;SOUS-BASSIN;367.646332;0.036323;6;82;0.820000;-70.45097;46.30874
554;SOUS-BASSIN;395.127563;0.023107;6;196;1.960000;-70.43131;46.31037
555;SOUS-BASSIN;299.324829;0.008946;3;314;3.140000;-70.49918;46.25024
556;SOUS-BASSIN;299.828033;0.010216;7;157;1.570000;-70.49788;46.26127
557;SOUS-BASSIN;324.328949;0.017348;5;152;1.520000;-70.46491;46.26939
558;SOUS-BASSIN;352.058014;0.018101;6;879;8.790000;-70.44595;46.28805
559;SOUS-BASSIN;334.251495;0.016813;6;167;1.670000;-70.46271;46.27682
560;SOUS-BASSIN;300.269226;0.013945;3;52;0.520000;-70.48376;46.25291
561;SOUS-BASSIN;297.227264;0.007912;6;22;0.220000;-70.47990;46.25819
562;SOUS-BASSIN;297.000000;0.011183;5;1;0.010000;-70.47354;46.25668
563;SOUS-BASSIN;312.203125;0.017942;6;64;0.640000;-70.46795;46.26318
564;SOUS-BASSIN;326.674988;0.019546;6;80;0.800000;-70.45795;46.26703
565;SOUS-BASSIN;310.988190;0.016267;3;339;3.390000;-70.46552;46.24305
566;SOUS-BASSIN;332.871613;0.019827;6;553;5.530000;-70.44573;46.26608
567;SOUS-BASSIN;350.697479;0.015055;4;909;9.090000;-70.38871;46.24241
568;SOUS-BASSIN;336.365692;0.022261;7;793;7.930000;-70.42141;46.25845
569;SOUS-BASSIN;356.061920;0.015864;5;323;3.230000;-70.37278;46.27038
570;SOUS-BASSIN;354.116089;0.010550;1;603;6.030000;-70.40781;46.27776
571;SOUS-BASSIN;355.325592;0.007572;6;129;1.290000;-70.38631;46.29116
572;SOUS-BASSIN;355.881348;0.009051;1;236;2.360000;-70.40107;46.28874
573;SOUS-BASSIN;378.830200;0.008946;6;371;3.710000;-70.38355;46.32416
574;SOUS-BASSIN;384.064148;0.022282;8;904;9.040000;-70.40540;46.31794
575;SOUS-BASSIN;404.689392;0.017151;6;1246;12.460000;-70.36569;46.35276
576;SOUS-BASSIN;374.443268;0.009417;5;379;3.790000;-70.36682;46.31146
577;SOUS-BASSIN;376.290985;0.009027;7;433;4.330000;-70.37296;46.31974
578;SOUS-BASSIN;409.547302;0.013607;5;148;1.480000;-70.33513;46.33986
579;SOUS-BASSIN;410.270477;0.010253;7;403;4.030000;-70.33798;46.34609
580;SOUS-BASSIN;422.000000;0.002955;6;11;0.110000;-70.31816;46.34866
581;SOUS-BASSIN;407.291595;0.009496;6;535;5.350000;-70.31632;46.33913
582;SOUS-BASSIN;400.446442;0.021978;7;280;2.800000;-70.33079;46.33443
583;SOUS-BASSIN;411.913055;0.027379;7;23;0.230000;-70.31269;46.34093
584;SOUS-BASSIN;370.988190;0.015881;4;592;5.920000;-70.35557;46.28102
585;SOUS-BASSIN;367.511780;0.009530;7;637;6.370000;-70.36161;46.29978
586;SOUS-BASSIN;403.621338;0.023301;5;375;3.750000;-70.31722;46.30605
587;SOUS-BASSIN;391.295197;0.014976;7;603;6.030000;-70.32480;46.31576
588;SOUS-BASSIN;406.750000;0.042808;5;56;0.560000;-70.31162;46.31542
589;SOUS-BASSIN;407.937103;0.023437;4;1367;13.670000;-70.29077;46.29241
590;SOUS-BASSIN;403.528015;0.026665;7;678;6.780000;-70.30229;46.29766
591;SOUS-BASSIN;426.622009;0.011724;7;209;2.090000;-70.28680;46.31591
592;SOUS-BASSIN;401.412079;0.030578;4;1689;16.889999;-70.33254;46.24992
593;SOUS-BASSIN;373.772491;0.017977;6;611;6.110000;-70.35095;46.26423
594;SOUS-BASSIN;394.225342;0.033611;6;71;0.710000;-70.32833;46.26390
595;SOUS-BASSIN;325.738190;0.020429;3;466;4.660000;-70.43962;46.23422
596;SOUS-BASSIN;325.429016;0.018082;5;324;3.240000;-70.42467;46.23940
597;SOUS-BASSIN;345.929291;0.022199;4;99;0.990000;-70.40146;46.22310
598;SOUS-BASSIN;340.598602;0.010746;6;142;1.420000;-70.40310;46.23209
599;SOUS-BASSIN;403.440735;0.030741;4;1080;10.800000;-70.36348;46.22004
600;SOUS-BASSIN;363.592834;0.022685;3;307;3.070000;-70.41249;46.21310
601;SOUS-BASSIN;345.362061;0.016921;5;58;0.580000;-70.40891;46.22160
602;SOUS-BASSIN;400.958618;0.034803;4;556;5.560000;-70.38413;46.20623
603;SOUS-BASSIN;305.679626;0.026916;4;1364;13.640000;-70.54134;46.19609
604;SOUS-BASSIN;282.305542;0.037914;7;540;5.400000;-70.54143;46.22545
605;SOUS-BASSIN;288.264709;0.022584;4;68;0.680000;-70.50278;46.21785
606;SOUS-BASSIN;285.028168;0.029078;7;71;0.710000;-70.51570;46.22969
607;SOUS-BASSIN;281.833344;0.028748;5;18;0.180000;-70.50174;46.23100
608;SOUS-BASSIN;291.241943;0.023894;8;62;0.620000;-70.51225;46.23313
609;SOUS-BASSIN;302.839630;0.013459;6;318;3.180000;-70.49816;46.23932
610;SOUS-BASSIN;299.593231;0.034462;3;354;3.540000;-70.48707;46.21499
611;SOUS-BASSIN;322.570435;0.022509;5;1313;13.130000;-70.45725;46.22037
612;SOUS-BASSIN;316.814423;0.022436;4;291;2.910000;-70.46323;46.20636
613;SOUS-BASSIN;302.443970;0.035275;2;482;4.820000;-70.51768;46.19882
614;SOUS-BASSIN;290.455933;0.025088;5;397;3.970000;-70.50490;46.20935
615;SOUS-BASSIN;314.571442;0.046630;5;35;0.350000;-70.49028;46.19716
616;SOUS-BASSIN;295.133331;0.036344;6;15;0.150000;-70.49623;46.19704
617;SOUS-BASSIN;319.000000;0.032183;6;41;0.410000;-70.48953;46.20177
618;SOUS-BASSIN;306.720001;0.040469;3;100;1.000000;-70.50175;46.18809
619;SOUS-BASSIN;295.941162;0.027639;5;51;0.510000;-70.49310;46.19301
620;SOUS-BASSIN;308.238098;0.032378;1;42;0.420000;-70.49473;46.18397
